x1	x2	x3	n	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
-11.717	13.782	10.248	2487	1.0	148600.0	66310.0	-192000.0	22020.0	193200.0	296100.0	181762.48224791203	60.0	125.0	-160.0
-12.628	12.395	10.539	2488	1.0	-62460.0	-690900.0	487600.0	-794400.0	301700.0	2098000.0	1944065.4182861797	45.0	10.0	130.0
-11.139	11.874	7.6818	2489	1.0	-286500.0	32040.0	-250800.0	14840.0	-39770.0	-386500.0	90555.32934837992	85.0	20.0	-70.0
-8.025	16.215	8.9295	2490	1.0	157200.0	143900.0	-98340.0	-128500.0	19330.0	109500.0	153311.54909029524	60.0	120.0	-90.0
-11.753	15.427	7.3122	2491	1.0	174800.0	-1809.0	-173100.0	-458200.0	260600.0	167400.0	-223666.6560581108	75.0	135.0	-100.0
-8.5442	16.786	5.7713	2492	1.0	158300.0	55350.0	-223600.0	-444100.0	113200.0	167000.0	-390278.95387091837	80.0	165.0	-110.0
-12.813	12.656	8.6655	2493	1.0	-128500.0	24970.0	-49350.0	177800.0	-64170.0	3884.0	94806.80128139778	25.0	350.0	-10.0
-12.764	11.671	8.4966	2494	1.0	-148000.0	22840.0	-58820.0	134900.0	-33750.0	42530.0	-39568.73507786788	30.0	165.0	50.0
-11.542	15.498	6.612	2495	1.0	-64470.0	-117700.0	105000.0	-288400.0	52670.0	333300.0	-234465.00023892938	90.0	15.0	-40.0
-11.448	14.522	9.4566	2496	1.0	158100.0	105700.0	-156500.0	51920.0	237100.0	283300.0	-28436.067026611934	50.0	10.0	-40.0
-8.3831	13.579	8.1985	2497	1.0	312700.0	295500.0	-114000.0	-209100.0	101600.0	88560.0	55583.04829248862	30.0	345.0	-65.0
-11.687	11.51	6.9136	2498	1.0	-121900.0	41680.0	-239600.0	78700.0	-51560.0	-230800.0	141747.81889985086	35.0	275.0	-150.0
-10.698	15.429	7.1596	2499	1.0	173100.0	153200.0	-280200.0	-168500.0	123000.0	5471.0	-328914.57362473244	55.0	55.0	-10.0
4.5974	-1.1209	10.269	2500	1.0	358200.0	-333300.0	596700.0	65010.0	-320300.0	675900.0	242241.17259218264	40.0	30.0	-20.0
1.8115	-1.3522	9.7123	2501	1.0	-998300.0	-2187000.0	2388000.0	-958100.0	-510000.0	7657000.0	4102293.8434194094	10.0	80.0	80.0
0.78793	-3.4492	9.3931	2502	1.0	368100.0	5256.0	203500.0	-660300.0	-30910.0	345700.0	-122706.71689273507	50.0	60.0	10.0
3.3708	-2.6453	9.7296	2503	1.0	-640800.0	-702600.0	1245000.0	341700.0	-282000.0	-649700.0	335661.07250750775	30.0	105.0	-110.0
4.0654	-0.8261	11.788	2504	1.0	379200.0	-276300.0	444000.0	-86130.0	-423300.0	879800.0	-241252.13648710708	45.0	160.0	-60.0
3.3431	-4.3855	8.5658	2505	1.0	451400.0	368200.0	-427100.0	176800.0	32640.0	364300.0	-194389.89911448368	60.0	55.0	-40.0
0.87632	-2.3445	10.124	2506	1.0	767100.0	-279100.0	-323200.0	-1154000.0	-346900.0	531500.0	-1125901.964465481	55.0	150.0	-100.0
3.7801	0.82996	11.528	2507	1.0	532500.0	26340.0	456600.0	13420.0	-120200.0	943400.0	-159220.54307332216	40.0	350.0	-60.0
0.89336	0.50581	11.154	2508	1.0	529500.0	243600.0	241100.0	505100.0	-65440.0	2419000.0	347502.0321154041	55.0	110.0	-140.0
4.411	-2.9995	9.7722	2509	1.0	-438100.0	-557700.0	618800.0	395200.0	-300000.0	-172900.0	-637168.0752480346	70.0	105.0	-80.0
1.1344	-2.8144	8.1129	2510	1.0	174400.0	-221000.0	-69310.0	-1070000.0	-215000.0	-208500.0	-384306.42487825034	80.0	20.0	-120.0
4.5141	-2.362	7.8688	2511	1.0	579800.0	382300.0	450600.0	1502000.0	-684800.0	-315900.0	1274275.458206044	65.0	30.0	-20.0
3.1258	-2.9591	10.757	2512	1.0	-968300.0	-1242000.0	978200.0	-511100.0	-291700.0	379200.0	197427.86864327374	50.0	15.0	-90.0
1.5713	-2.1794	8.1199	2513	1.0	56090.0	-261600.0	-406400.0	-1368000.0	-330900.0	-1010000.0	-253233.67972621182	30.0	320.0	-110.0
4.5548	0.35493	8.9841	2514	1.0	316100.0	-9025.0	342500.0	330600.0	-268400.0	542500.0	47605.89229427758	65.0	120.0	-110.0
0.27963	-1.5431	8.7821	2515	1.0	-604800.0	-647600.0	-313800.0	-1033000.0	-313800.0	-925900.0	-1293265.1354085184	45.0	160.0	-70.0
2.3489	0.58807	10.411	2516	1.0	678200.0	139100.0	632600.0	118000.0	16430.0	1914000.0	-258489.68313830136	70.0	75.0	-60.0
5.3849	-1.5016	9.826	2517	1.0	188500.0	-277000.0	444000.0	259000.0	-304800.0	313200.0	-63886.00248232506	30.0	160.0	140.0
2.363	-3.1091	10.245	2518	1.0	-1923000.0	-3160000.0	2728000.0	-3070000.0	1009000.0	9773000.0	4202621.404134677	70.0	130.0	120.0
6.0954	-3.7404	8.2702	2519	1.0	98120.0	90330.0	165800.0	607000.0	-225100.0	-315400.0	489047.8566785285	50.0	170.0	-50.0
4.9406	-1.8954	10.111	2520	1.0	87890.0	-435700.0	541200.0	227200.0	-360700.0	365600.0	125933.09586345509	45.0	315.0	-140.0
-0.042555	-3.9892	8.2527	2521	1.0	223900.0	-105400.0	107700.0	-716200.0	-11240.0	56540.0	-655876.6951190999	60.0	155.0	-110.0
3.2788	-0.80187	11.641	2522	1.0	460500.0	-293500.0	523300.0	-188800.0	-480000.0	1205000.0	112253.41980902868	45.0	110.0	-90.0
2.8748	-1.6993	7.2127	2523	1.0	82860.0	481600.0	-645700.0	-1128000.0	261600.0	-3063000.0	-1153839.5820241524	25.0	15.0	-40.0
1.0452	-4.421	6.5214	2524	1.0	201300.0	6875.0	-20330.0	-548000.0	-92260.0	-32310.0	101430.5642098552	35.0	50.0	-150.0
4.6885	-2.3501	7.7354	2525	1.0	584300.0	482600.0	247500.0	1454000.0	-755700.0	-209700.0	-250308.62109894858	55.0	115.0	60.0
-1.401	2.5896	10.705	2526	1.0	-59390.0	-1040000.0	924000.0	427300.0	-626100.0	1618000.0	-1101547.504905392	50.0	135.0	-100.0
0.017873	1.557	9.1367	2527	1.0	1486000.0	23200.0	-202100.0	-126900.0	804900.0	1954000.0	-764041.8889956939	45.0	30.0	-80.0
-2.9152	3.6855	10.147	2528	1.0	-267000.0	-684700.0	2218000.0	1081000.0	-1420000.0	4366000.0	1372323.717119983	55.0	45.0	-40.0
-0.30411	2.8244	10.68	2529	1.0	275700.0	-499600.0	615700.0	605500.0	-210700.0	1537000.0	712087.8613803445	55.0	110.0	-20.0
-1.3203	2.3645	7.7962	2530	1.0	-230700.0	151000.0	-793800.0	-2501000.0	201000.0	-4110000.0	-1434918.692803054	50.0	15.0	-40.0
0.39684	3.4328	5.8276	2531	1.0	-2077000.0	-2741000.0	1039000.0	-5979000.0	1523000.0	3939000.0	-4874528.764085016	65.0	360.0	-110.0
0.68149	3.7827	8.457	2532	1.0	1269000.0	454700.0	300900.0	521500.0	-70790.0	-54190.0	811835.8582776366	60.0	160.0	-90.0
-2.5321	1.1433	9.3549	2533	1.0	173100.0	162000.0	-684900.0	-627800.0	-17020.0	759400.0	-152732.19129187084	55.0	110.0	-150.0
1.3488	3.2643	7.978	2534	1.0	936000.0	277100.0	-283800.0	-92490.0	-248700.0	-2098.0	516386.9552094341	60.0	130.0	-110.0
1.4295	5.2734	8.2781	2535	1.0	327000.0	223500.0	-123600.0	97710.0	-81820.0	-118900.0	38037.25654367369	40.0	130.0	-160.0
-5.304	1.5528	7.2788	2536	1.0	-595700.0	-739400.0	-131800.0	-1077000.0	-353700.0	-56720.0	-1444871.9717605235	50.0	145.0	-70.0
-4.1469	2.247	9.0691	2537	1.0	-395400.0	-736100.0	78540.0	-1739000.0	157700.0	769000.0	-721473.2927718682	80.0	95.0	-100.0
-2.2679	4.4367	7.135	2538	1.0	565600.0	3377000.0	1222000.0	-2590000.0	5711000.0	-16560000.0	-15587413.815210268	25.0	55.0	0.0
-3.1412	4.105	6.7843	2539	1.0	-908600.0	-1103000.0	-730700.0	-3536000.0	-238300.0	-4157000.0	892215.9197992261	70.0	90.0	-50.0
-2.5637	1.9545	12.252	2540	1.0	-121900.0	-747200.0	987.0	829900.0	-1423000.0	2807000.0	-702418.096328954	50.0	105.0	-70.0
-0.60592	-0.68887	9.7695	2541	1.0	-899900.0	-961300.0	-725500.0	-1455000.0	-52700.0	-1484000.0	-1693406.4267718596	50.0	185.0	-40.0
-0.40717	2.2174	8.4925	2542	1.0	3183000.0	1320000.0	-842000.0	2422000.0	638100.0	250100.0	2063372.1327945502	25.0	160.0	-100.0
-3.3563	2.6887	4.5054	2543	1.0	212600.0	178100.0	-69960.0	142400.0	-154000.0	-1202000.0	-130797.87433171162	20.0	20.0	-100.0
-1.3434	1.4531	8.6034	2544	1.0	-155700.0	457100.0	-990500.0	258900.0	-148700.0	-1570000.0	-284690.97620420693	35.0	135.0	-90.0
0.13057	5.2861	9.3379	2545	1.0	850500.0	280700.0	699600.0	393300.0	208400.0	335700.0	7243.216206379715	45.0	5.0	-70.0
-2.0095	2.7685	9.4668	2546	1.0	-117100.0	65970.0	2103000.0	2929000.0	-1139000.0	-1093000.0	1932736.6497171922	50.0	140.0	-90.0
-0.84369	4.6697	8.6426	2547	1.0	1497000.0	498700.0	1608000.0	1212000.0	112400.0	713400.0	1871543.514637733	15.0	70.0	-170.0
-1.5473	1.2157	5.5205	2548	1.0	308100.0	236100.0	-130900.0	-498300.0	-207900.0	-1360000.0	-925013.1352297436	70.0	165.0	100.0
-0.67979	2.9647	9.6306	2549	1.0	610400.0	-516500.0	1162000.0	892000.0	-191300.0	1332000.0	250485.82657796482	35.0	135.0	-140.0
1.3563	4.148	10.327	2550	1.0	651400.0	102400.0	438300.0	288500.0	98030.0	601500.0	588696.5165691425	60.0	150.0	-40.0
-2.5701	1.6365	11.191	2551	1.0	1717000.0	1797000.0	-209700.0	3400000.0	-967600.0	-2562000.0	3556403.3269783175	70.0	15.0	-40.0
-5.5178	6.8564	6.3459	2552	1.0	43950.0	1008000.0	270200.0	1873000.0	39120.0	-2477000.0	110657.27498665941	70.0	40.0	-120.0
-7.3055	7.584	12.643	2553	1.0	506400.0	65140.0	-856900.0	342000.0	170600.0	3168000.0	-590847.7774490024	35.0	105.0	-70.0
-5.7519	7.663	9.3802	2554	1.0	763400.0	-808700.0	942200.0	-1134000.0	2656000.0	6163000.0	-815884.8101040269	85.0	90.0	-90.0
-6.1334	7.3275	8.5176	2555	1.0	1972000.0	4849000.0	-3047000.0	9740000.0	-1788000.0	-8552000.0	-62143.558497230755	70.0	30.0	70.0
-6.0157	7.4166	12.01	2556	1.0	647600.0	175500.0	-54920.0	23400.0	588000.0	4216000.0	-282780.56901327614	80.0	180.0	-30.0
-8.3644	7.653	10.429	2557	1.0	-1322000.0	88080.0	612100.0	-60710.0	569700.0	-2443000.0	-184452.90557039613	65.0	120.0	-100.0
-6.2789	7.4522	7.8401	2558	1.0	-2035000.0	950900.0	-315500.0	1425000.0	-574000.0	-1685000.0	-1892415.9738045735	35.0	125.0	0.0
-6.7722	9.5801	10.215	2559	1.0	228900.0	30450.0	-135700.0	198400.0	1111000.0	1891000.0	-666237.6335202012	45.0	5.0	-50.0
-5.8944	5.4985	11.11	2560	1.0	534400.0	-153500.0	264700.0	683000.0	-1233000.0	6145000.0	-608730.1319140382	65.0	80.0	-150.0
-6.8261	10.148	6.3269	2561	1.0	-7920.0	-531800.0	896700.0	566400.0	-7728.0	2342000.0	-41277.07673898933	70.0	75.0	-50.0
-8.3649	8.8467	8.6402	2562	1.0	-1129000.0	156800.0	-383500.0	859000.0	-623100.0	-1136000.0	-1228610.5913433852	15.0	125.0	-100.0
-5.4166	6.6821	8.3392	2563	1.0	-1316000.0	2696000.0	65170.0	2090000.0	234000.0	-9086000.0	3577714.390478518	65.0	140.0	-50.0
-5.5121	7.3996	6.753	2564	1.0	407200.0	1444000.0	1029000.0	2643000.0	88200.0	-2581000.0	2447878.802044646	80.0	150.0	-80.0
-6.4168	8.2058	10.425	2565	1.0	714500.0	231600.0	-38560.0	284000.0	1501000.0	4609000.0	-1212064.0903326694	45.0	360.0	-130.0
-6.3586	6.8471	7.486	2566	1.0	-2243000.0	128100.0	-901000.0	790900.0	-893400.0	-2188000.0	1129073.9189412082	60.0	150.0	-120.0
-6.4189	9.2472	9.9874	2567	1.0	263300.0	82260.0	76590.0	118800.0	1223000.0	1897000.0	-875176.2137079893	85.0	150.0	-70.0
-6.2511	7.187	7.8762	2568	1.0	-2614000.0	526200.0	-736800.0	1215000.0	-606100.0	-2012000.0	1427312.370657532	90.0	35.0	30.0
-7.1218	8.6781	8.8604	2569	1.0	-3242000.0	-5803000.0	5347000.0	-8078000.0	4647000.0	18810000.0	-7445386.489948635	25.0	5.0	-40.0
-6.903	6.8741	7.2492	2570	1.0	-1352000.0	312800.0	-792700.0	568800.0	-816000.0	-1674000.0	-1425298.0956831826	25.0	15.0	80.0
-6.298	6.6095	7.4678	2571	1.0	-2159000.0	110600.0	-952000.0	757400.0	-963400.0	-2147000.0	-1899696.5576530197	20.0	80.0	130.0
-6.1776	7.6211	8.6367	2572	1.0	-12560000.0	-17040000.0	11180000.0	-16410000.0	5457000.0	36250000.0	-27855854.74495243	50.0	160.0	-90.0
-9.2542	9.3353	11.19	2573	1.0	252700.0	-402500.0	-844500.0	-99520.0	144100.0	1542000.0	-661133.3214584624	75.0	180.0	-70.0
-4.6107	6.8636	8.893	2574	1.0	268900.0	-1220000.0	2721000.0	-558900.0	2893000.0	6732000.0	2083580.2959184304	45.0	105.0	-140.0
-6.936	7.7746	9.8273	2575	1.0	3965000.0	871200.0	-2700000.0	314300.0	1389000.0	7430000.0	1480246.6775972766	65.0	135.0	-40.0
-6.7681	8.7881	8.627	2576	1.0	-1864000.0	-3233000.0	3695000.0	-6194000.0	4335000.0	10090000.0	10963483.222450191	40.0	100.0	80.0
-7.943	6.33	9.7358	2577	1.0	-2037000.0	-1100000.0	41340.0	-666400.0	-642100.0	-1333000.0	-2124307.394428033	65.0	155.0	-20.0
-12.133	14.084	12.08	2578	1.0	141700.0	1119.0	-194400.0	96630.0	107700.0	231700.0	99745.99783316071	50.0	120.0	-140.0
-11.678	14.436	7.291	2579	1.0	-517900.0	-16850.0	303600.0	-57750.0	182500.0	-815000.0	46702.76101222675	50.0	5.0	-80.0
-10.165	11.93	9.4014	2580	1.0	332900.0	245100.0	-127600.0	12930.0	441400.0	331200.0	68888.71495979978	65.0	5.0	-10.0
-10.643	14.598	10.573	2581	1.0	126800.0	77320.0	-121300.0	77650.0	176200.0	262500.0	101390.16271109831	75.0	340.0	-100.0
-10.858	10.993	8.7639	2582	1.0	-98230.0	26650.0	-206900.0	57380.0	-125700.0	-62920.0	-212290.7252737823	25.0	90.0	170.0
-9.5091	12.837	8.2682	2583	1.0	438700.0	367800.0	-73820.0	151000.0	237200.0	377900.0	-46376.11477392743	60.0	15.0	-70.0
-10.083	13.626	4.8019	2584	1.0	398000.0	142100.0	231900.0	333800.0	125700.0	266400.0	522613.3934826241	50.0	95.0	-150.0
-12.257	11.937	7.5995	2585	1.0	-209000.0	6329.0	-142400.0	103500.0	-39120.0	-77720.0	170327.8452953775	45.0	20.0	-40.0
-10.697	11.705	8.216	2586	1.0	-475900.0	90660.0	-301500.0	110600.0	-91610.0	-566400.0	-4835.849744978419	30.0	180.0	-100.0
-12.209	13.99	6.8562	2587	1.0	-224600.0	71290.0	-156100.0	209600.0	-28480.0	-363700.0	270335.28026171884	70.0	160.0	-80.0
-10.985	11.605	6.226	2588	1.0	114700.0	128800.0	-213100.0	115300.0	-22590.0	-439000.0	258536.7625454159	55.0	165.0	-100.0
-10.891	12.969	10.115	2589	1.0	213300.0	83590.0	-188800.0	-12910.0	262400.0	412700.0	285916.3209922605	40.0	125.0	-140.0
-12.64	14.725	7.8153	2590	1.0	-84630.0	129600.0	-62280.0	257100.0	-58090.0	-291600.0	304512.7830314391	60.0	155.0	-70.0
-13.013	14.429	9.4646	2591	1.0	64880.0	-87850.0	-82290.0	-272100.0	282900.0	491300.0	-119152.09028619676	60.0	75.0	-60.0
-10.912	11.071	11.463	2592	1.0	193300.0	32400.0	-309700.0	163500.0	101000.0	627600.0	335418.73848117405	35.0	275.0	-150.0
-9.8056	13.006	7.1838	2593	1.0	-665600.0	-780600.0	671900.0	-1737000.0	516600.0	1073000.0	-2331072.13163434	70.0	160.0	-80.0
-10.941	15.233	7.6491	2594	1.0	222600.0	192800.0	-264100.0	-42390.0	152400.0	21540.0	-201475.04266333702	60.0	95.0	-10.0
-12.221	10.153	8.1223	2595	1.0	-184700.0	57960.0	-123400.0	100700.0	-10780.0	-6564.0	47579.34941543244	25.0	350.0	-110.0
-11.355	11.494	8.7219	2596	1.0	-180900.0	52370.0	-153600.0	164500.0	-132200.0	-52530.0	52886.59388068923	55.0	50.0	-60.0
-12.148	9.052	8.5576	2597	1.0	-260700.0	105100.0	-114800.0	142700.0	2108.0	-26220.0	33179.52370774944	85.0	175.0	140.0
-11.681	12.766	10.515	2598	1.0	173700.0	29720.0	-191100.0	-47330.0	238300.0	361700.0	-48463.40685868131	75.0	330.0	-110.0
-11.168	10.642	8.574	2599	1.0	-121200.0	71330.0	-153400.0	71790.0	-69820.0	-47610.0	-91058.65748413792	35.0	125.0	-120.0
-11.272	15.064	11.062	2600	1.0	119100.0	45660.0	-138400.0	91230.0	137800.0	199700.0	20398.74973706901	60.0	190.0	-60.0
-11.498	11.846	6.2668	2601	1.0	6339.0	71460.0	-226600.0	110500.0	-45230.0	-315700.0	-122845.98649904277	45.0	95.0	-50.0
-10.221	10.886	7.4343	2602	1.0	-251900.0	146800.0	-351800.0	47430.0	-98670.0	-646800.0	329348.35021221975	55.0	350.0	-80.0
-7.8262	12.743	11.028	2603	1.0	158700.0	99580.0	-57220.0	190100.0	212100.0	321700.0	-148236.72148850912	50.0	70.0	-30.0
4.4228	-4.2576	10.629	2604	1.0	-618600.0	-406600.0	520300.0	333800.0	-232200.0	-233100.0	11641.53093037667	30.0	20.0	-20.0
3.1802	-4.6308	8.3063	2605	1.0	341200.0	308100.0	-287200.0	-80000.0	123500.0	299000.0	442938.2447029934	80.0	125.0	-60.0
2.3775	-2.9019	9.0525	2606	1.0	619400.0	503600.0	-753000.0	565900.0	-367800.0	50210.0	1020206.8385937919	40.0	355.0	-75.0
1.0242	-6.0197	9.1865	2607	1.0	210700.0	179400.0	21690.0	-210700.0	157900.0	117800.0	205139.40114703635	40.0	140.0	-80.0
5.9669	-2.4226	11.72	2608	1.0	82670.0	-234900.0	199400.0	242600.0	-341600.0	299700.0	622478.867683128	10.0	65.0	-30.0
4.2558	-4.2392	8.5474	2609	1.0	520200.0	393500.0	-476000.0	616800.0	-279800.0	-199100.0	746825.4454763758	70.0	10.0	30.0
4.0636	-3.4228	9.3881	2610	1.0	-449800.0	-394700.0	890900.0	176600.0	171000.0	-824400.0	-221618.35565663883	65.0	140.0	-120.0
6.1476	-7.068	10.116	2611	1.0	175000.0	70250.0	-51340.0	291800.0	-104100.0	-91890.0	333794.9283037383	40.0	340.0	-70.0
2.7153	-2.5917	7.7514	2612	1.0	187400.0	186400.0	-468600.0	-867900.0	-151500.0	-977600.0	-52162.40757417542	70.0	315.0	-90.0
1.7923	-5.4398	8.7879	2613	1.0	247900.0	235600.0	-12620.0	-187600.0	222500.0	319800.0	-46072.831006951616	45.0	25.0	-180.0
3.2947	-2.0553	9.8262	2614	1.0	-59540.0	-872900.0	961000.0	-62540.0	-478700.0	514800.0	-969176.7339076546	55.0	120.0	-110.0
0.62043	-5.9379	11.038	2615	1.0	-25760.0	-96340.0	-47800.0	-388200.0	25570.0	-58110.0	-267723.85582460347	55.0	150.0	-60.0
5.0425	-2.1164	7.4304	2616	1.0	3222.0	233800.0	163800.0	1184000.0	-666900.0	-468000.0	-183596.309345146	55.0	50.0	-150.0
3.6018	-2.5782	10.607	2617	1.0	-505900.0	-1003000.0	760800.0	-200000.0	-453900.0	345900.0	-1137762.1759189456	60.0	100.0	-110.0
5.4419	-1.396	8.2962	2618	1.0	206000.0	21890.0	309600.0	682800.0	-398800.0	-18990.0	193320.505403487	85.0	130.0	90.0
-0.76877	-3.1308	6.7738	2619	1.0	43720.0	-218600.0	-89040.0	-627700.0	-182200.0	-220700.0	-366713.65435406537	65.0	155.0	-20.0
5.7059	-3.6254	5.1028	2620	1.0	230500.0	284200.0	-154600.0	54610.0	127900.0	-296300.0	512482.5307212154	70.0	110.0	-120.0
2.4661	-4.4817	10.845	2621	1.0	-953700.0	-3334000.0	1993000.0	-4958000.0	1977000.0	10500000.0	-6137286.233260805	30.0	335.0	-100.0
-0.067418	-3.6322	10.233	2622	1.0	321100.0	-34450.0	265400.0	-522900.0	48910.0	160900.0	-552439.1120546423	70.0	30.0	-50.0
5.0422	-3.1375	9.0543	2623	1.0	10320.0	-119000.0	455500.0	620500.0	-247200.0	-336100.0	207318.36929503377	10.0	150.0	-50.0
1.6855	-3.0861	8.3979	2624	1.0	378600.0	149300.0	-88960.0	-700000.0	-86160.0	171100.0	14371.637874661646	55.0	120.0	-110.0
4.5176	-3.4494	11.575	2625	1.0	-306200.0	-391100.0	215300.0	386400.0	-458700.0	264000.0	-344570.1746467804	70.0	130.0	-100.0
3.0333	-3.8359	8.2171	2626	1.0	439600.0	365100.0	-342600.0	-158300.0	34140.0	179900.0	-11411.189056386414	70.0	95.0	120.0
2.7624	-2.5119	9.824	2627	1.0	-365100.0	-1073000.0	1183000.0	-860600.0	-76930.0	180000.0	-975450.0050889454	60.0	25.0	-20.0
2.6236	-4.7514	8.8671	2628	1.0	333400.0	319400.0	-223600.0	-43120.0	180500.0	580100.0	-13882.276620013017	80.0	185.0	-40.0
4.1031	-2.9425	10.146	2629	1.0	-607400.0	-776700.0	681900.0	171500.0	-332700.0	-133100.0	-272602.3867093223	35.0	150.0	-60.0
-1.142	0.0045198	8.2686	2630	1.0	-709400.0	-349500.0	-572100.0	-794600.0	114100.0	-834400.0	-745680.7933005977	40.0	125.0	-140.0
1.441	-0.78729	11.427	2631	1.0	702600.0	60380.0	282000.0	-36830.0	-556300.0	2429000.0	170461.20298622892	65.0	40.0	-10.0
2.1022	-0.024228	10.454	2632	1.0	726900.0	68700.0	705200.0	15540.0	-99790.0	2439000.0	735483.1733421283	20.0	30.0	-40.0
-0.85021	-0.0021512	10.099	2633	1.0	-1777000.0	-2200000.0	906900.0	-2022000.0	772800.0	4804000.0	671749.2148505845	55.0	55.0	-10.0
-3.4891	3.3751	9.1512	2634	1.0	1250000.0	-255300.0	-1387000.0	-3290000.0	-188700.0	-805900.0	533345.172853874	60.0	95.0	-10.0
-4.2761	-0.85903	11.329	2635	1.0	-368900.0	-467100.0	44860.0	-1245000.0	168100.0	-380800.0	-439922.1867009858	15.0	5.0	-130.0
1.449	4.0982	10.885	2636	1.0	585800.0	65710.0	462300.0	280600.0	93070.0	748400.0	555749.9749200677	40.0	125.0	-110.0
-3.6636	-0.70134	8.8786	2637	1.0	-290300.0	-249400.0	1968.0	-750900.0	202800.0	-25600.0	-43734.34352460461	20.0	130.0	10.0
1.5691	-1.5791	6.2213	2638	1.0	253500.0	78750.0	-179900.0	-662800.0	34770.0	-1367000.0	-204110.23827110103	40.0	160.0	-90.0
1.9741	2.1045	12.249	2639	1.0	470400.0	81880.0	392900.0	247900.0	-16080.0	1142000.0	148925.45476972754	35.0	155.0	-120.0
0.51735	-0.28141	6.4231	2640	1.0	-23900.0	173600.0	-255400.0	-559300.0	-55080.0	-1836000.0	20262.41847911291	80.0	170.0	-80.0
0.067329	1.1832	9.1765	2641	1.0	477300.0	-36020.0	-307200.0	551600.0	545900.0	2828000.0	-340903.85550111614	60.0	165.0	-70.0
-1.2604	-2.2283	8.4888	2642	1.0	-185400.0	-450600.0	-116700.0	-741900.0	-61120.0	-309900.0	-520373.5712022477	90.0	335.0	70.0
-1.3811	1.6691	8.9259	2643	1.0	1150000.0	1559000.0	-1144000.0	1752000.0	-265700.0	-2648000.0	2614021.8514371384	70.0	160.0	-30.0
0.79577	3.3173	9.9775	2644	1.0	709100.0	21960.0	606800.0	453200.0	112100.0	866000.0	233177.38738065187	80.0	295.0	180.0
2.9651	-2.0484	6.4346	2645	1.0	397200.0	520600.0	-235100.0	-474800.0	318300.0	-1677000.0	459051.32211418514	45.0	115.0	-150.0
0.72487	0.062222	11.019	2646	1.0	726900.0	307100.0	93530.0	509900.0	-307700.0	2836000.0	815125.3547456546	40.0	360.0	-160.0
0.29127	2.324	10.195	2647	1.0	439900.0	-160100.0	464300.0	693500.0	108200.0	1499000.0	259692.3092553222	60.0	155.0	-40.0
-0.94468	0.24565	8.9432	2648	1.0	-811300.0	-320700.0	-655100.0	-576600.0	-13120.0	-687100.0	-238783.79200604017	65.0	50.0	10.0
-1.4569	3.6578	11.202	2649	1.0	343300.0	-642700.0	961100.0	110000.0	-487200.0	2236000.0	-295243.103977508	40.0	190.0	-60.0
-1.2696	0.46767	10.438	2650	1.0	-2412000.0	-5175000.0	2811000.0	-5333000.0	1499000.0	11910000.0	-10183852.524213914	65.0	150.0	-120.0
-3.6348	0.91074	7.4802	2651	1.0	-400900.0	-480000.0	-144300.0	-1360000.0	-79880.0	-10410.0	-502946.5420954971	80.0	185.0	100.0
-1.6602	1.4803	7.3438	2652	1.0	-448300.0	-15080.0	-645400.0	-1679000.0	-150900.0	-1530000.0	-686947.5121175295	65.0	35.0	-80.0
-1.8583	0.20595	11.585	2653	1.0	-2742000.0	-5395000.0	2813000.0	-6062000.0	2037000.0	12660000.0	10243913.246653339	20.0	25.0	-170.0
0.67832	-0.9419	9.6621	2654	1.0	-2697000.0	-3870000.0	2483000.0	-3972000.0	1207000.0	9730000.0	204001.63323588297	15.0	285.0	-150.0
-4.2207	2.5412	9.907	2655	1.0	-179200.0	-457900.0	-40310.0	-1316000.0	244800.0	1412000.0	1241465.5920192786	15.0	75.0	120.0
-5.9928	5.3377	7.4973	2656	1.0	-2499000.0	-1178000.0	-630800.0	-588100.0	-1367000.0	-1346000.0	-924279.0625045839	90.0	355.0	30.0
-3.8463	2.6279	10.19	2657	1.0	415700.0	595200.0	-544800.0	1349000.0	-749800.0	1553000.0	-47249.10677479743	20.0	125.0	-130.0
-6.8756	5.2687	9.1212	2658	1.0	-2171000.0	-1390000.0	317000.0	-1125000.0	-925200.0	-516600.0	-2716514.3142005396	50.0	125.0	-100.0
-6.8433	7.109	9.93	2659	1.0	-8087000.0	-10200000.0	6143000.0	-11580000.0	4022000.0	23960000.0	-21305263.027842544	60.0	160.0	-60.0
-4.7658	5.724	10.511	2660	1.0	962200.0	-820500.0	867000.0	-522800.0	-41640.0	6642000.0	-2246105.7690474214	50.0	150.0	-100.0
-4.15	4.0089	8.703	2661	1.0	-2615000.0	-1495000.0	-746300.0	-2062000.0	-838100.0	-1520000.0	-436776.4725088114	65.0	30.0	-100.0
-6.6932	4.6542	10.101	2662	1.0	-1522000.0	-1370000.0	702200.0	-1272000.0	-609800.0	18710.0	-2437192.2850915403	70.0	125.0	-150.0
-2.9372	3.8624	9.0789	2663	1.0	-3997000.0	-8284000.0	7372000.0	-8443000.0	2087000.0	20930000.0	-7471562.516616008	55.0	5.0	-110.0
-6.1426	5.4679	6.5348	2664	1.0	-1335000.0	-182800.0	-826800.0	507900.0	-941300.0	-1664000.0	377755.5041755353	55.0	165.0	-160.0
-7.2533	8.0563	7.1478	2665	1.0	-740300.0	199600.0	-891000.0	498700.0	-1022000.0	-1684000.0	-558582.334210067	90.0	320.0	-130.0
